Country,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
United Kingdom,14248.0,318,3,670.31,2,3,3,233,Regular Customers
United Kingdom,16915.0,9,8,412.13,5,5,2,552,Premium Customers
United Kingdom,16469.0,24,5,659.36,4,4,3,443,Premium Customers
United Kingdom,13428.0,10,3,445.14,5,3,3,533,Premium Customers
United Kingdom,16435.0,512,3,580.47,1,3,3,133,Regular Customers
United Kingdom,17408.0,514,1,101.25,1,2,1,121,Regular Customers
United Kingdom,14610.0,396,2,24.35,2,2,1,221,Regular Customers
United Kingdom,17714.0,321,5,1112.67,2,4,4,244,Regular Customers
United Kingdom,18123.0,24,3,440.51,4,3,3,433,Premium Customers
United Kingdom,17034.0,16,5,1100.07,5,4,4,544,Premium Customers
Lithuania,15332.0,370,5,4170.28,2,4,5,245,Regular Customers
United Kingdom,18096.0,12,6,1371.39,5,4,4,544,Premium Customers
United Kingdom,14007.0,513,1,42.58,1,1,1,111,Regular Customers
United Kingdom,15530.0,22,5,1270.61,4,4,4,444,Premium Customers
United Kingdom,17559.0,513,1,117.22,1,2,1,121,Regular Customers
United Kingdom,17783.0,72,3,357.96,3,3,2,332,Premium Customers
United Kingdom,13255.0,9,3,294.16,5,3,2,532,Premium Customers
United Kingdom,14084.0,512,1,56.4,1,1,1,111,Regular Customers
United Kingdom,16251.0,512,1,104.46,1,1,1,111,Regular Customers
United Kingdom,17968.0,374,4,442.09,2,4,3,243,Regular Customers
United Kingdom,18021.0,510,2,175.76,1,3,1,131,Regular Customers
United Kingdom,15908.0,512,1,146.39,1,1,1,111,Regular Customers
United Kingdom,17921.0,64,10,2049.61,3,5,5,355,Premium Customers
United Kingdom,15452.0,30,6,1670.51,4,4,4,444,Premium Customers
United Kingdom,13959.0,79,6,855.94,3,4,4,344,Premium Customers
United Kingdom,17680.0,24,3,304.7,4,3,2,432,Premium Customers
United Kingdom,12977.0,156,4,305.28000000000003,3,3,2,332,Premium Customers
United Kingdom,17541.0,510,1,80.06,1,2,1,121,Regular Customers
United Kingdom,17261.0,510,1,201.69,1,2,2,122,Regular Customers
United Kingdom,14553.0,19,9,1236.9,5,5,4,554,Premium Customers
United Kingdom,15151.0,423,2,1140.61,1,2,4,124,Regular Customers
United Kingdom,17339.0,94,3,258.20000000000005,3,3,2,332,Premium Customers
United Kingdom,15189.0,1,44,5393.95,5,5,5,555,New Customers
United Kingdom,16496.0,9,6,1862.45,5,4,4,544,Premium Customers
United Kingdom,14674.0,509,1,131.16,1,1,1,111,Regular Customers
United Kingdom,16089.0,386,2,213.69,2,2,2,222,Regular Customers
United Kingdom,14599.0,390,2,441.44,2,2,3,223,Regular Customers
Finland,12696.0,435,2,716.01,1,2,3,123,Regular Customers
United Kingdom,16861.0,60,5,679.63,3,4,3,343,Premium Customers
United Kingdom,15788.0,509,1,157.33,1,1,1,111,Regular Customers
United Kingdom,16172.0,95,7,1757.56,3,4,4,344,Premium Customers
United Kingdom,17395.0,508,1,52.5,1,2,1,121,Regular Customers
United Kingdom,17090.0,4,10,2071.15,5,5,5,555,Premium Customers
United Kingdom,17470.0,45,11,1861.53,4,5,4,454,Premium Customers
United Kingdom,12864.0,138,2,11.15,3,2,1,321,Premium Customers
United Kingdom,14922.0,394,2,701.44,2,2,3,223,Regular Customers
United Kingdom,13509.0,9,6,722.6800000000001,5,4,3,543,Premium Customers
United Kingdom,16129.0,407,3,1137.99,2,3,4,234,Regular Customers
United Kingdom,15617.0,396,3,658.2,2,3,3,233,Regular Customers
Germany,12480.0,28,7,3648.86,4,4,5,445,Premium Customers
United Kingdom,14797.0,507,1,274.81,1,1,2,112,Regular Customers
Germany,12720.0,3,29,5995.9,5,5,5,555,New Customers
United Kingdom,13913.0,507,1,13.52,1,1,1,111,Regular Customers
United Kingdom,13444.0,374,2,578.78,2,2,3,223,Regular Customers
United Kingdom,18074.0,374,2,618.49,2,3,3,233,Regular Customers
United Kingdom,14858.0,506,1,180.75,1,1,1,111,Regular Customers
United Kingdom,16975.0,423,3,640.88,1,3,3,133,Regular Customers
United Kingdom,17643.0,373,2,348.15000000000003,2,3,2,232,Regular Customers
United Kingdom,16555.0,35,5,1013.88,4,4,4,444,Premium Customers
Spain,12421.0,16,6,810.28,5,4,3,543,Premium Customers
United Kingdom,17918.0,501,3,266.28,1,3,2,132,Regular Customers
United Kingdom,14236.0,81,5,905.72,3,4,4,344,Premium Customers
United Kingdom,17177.0,505,1,86.65,1,2,1,121,Regular Customers
United Kingdom,13788.0,505,1,3.75,1,1,1,111,Regular Customers
United Kingdom,18026.0,501,2,85.35,1,3,1,131,Regular Customers
Germany,12595.0,505,1,197.4,1,1,1,111,Regular Customers
United Kingdom,16203.0,59,6,863.48,4,4,4,444,Premium Customers
United Kingdom,13665.0,386,3,1467.7,2,3,4,234,Regular Customers
United Kingdom,14312.0,47,11,2351.75,4,5,5,455,Premium Customers
United Kingdom,18132.0,504,1,211.63,1,2,2,122,Regular Customers
United Kingdom,17112.0,503,1,197.57,1,2,1,121,Regular Customers
Belgium,12866.0,283,3,880.85,2,3,4,234,Regular Customers
Switzerland,12410.0,309,2,497.61,2,2,3,223,Regular Customers
United Kingdom,13239.0,262,5,1250.72,2,4,4,244,Premium Customers
United Kingdom,13250.0,461,2,253.09,1,2,2,122,Regular Customers
United Kingdom,12889.0,381,4,276.06,2,3,2,232,Regular Customers
United Kingdom,13137.0,11,16,6893.57,5,5,5,555,New Customers
United Kingdom,15378.0,463,2,246.5,1,2,2,122,Regular Customers
Germany,12476.0,16,16,8929.14,5,5,5,555,New Customers
United Kingdom,15080.0,428,2,546.25,1,2,3,123,Regular Customers
United Kingdom,17494.0,502,1,34.8,1,2,1,121,Regular Customers
United Kingdom,17224.0,501,1,22.36,1,2,1,121,Regular Customers
United Kingdom,15142.0,46,6,2242.66,4,4,5,445,Premium Customers
Sweden,12801.0,501,1,699.35,1,1,3,113,Regular Customers
United Kingdom,14384.0,501,1,58.5,1,1,1,111,Regular Customers
United Kingdom,16128.0,18,10,3321.02,5,5,5,555,Premium Customers
United Kingdom,13384.0,31,11,4610.42,4,5,5,455,Premium Customers
United Kingdom,13161.0,313,2,326.93,2,2,2,222,Regular Customers
United Kingdom,15284.0,500,1,24.75,1,1,1,111,Regular Customers
Netherlands,12804.0,466,2,287.57,1,2,2,122,Regular Customers
Spain,12547.0,198,3,299.58,2,3,2,232,Premium Customers
United Kingdom,13435.0,5,9,2275.56,5,5,5,555,Premium Customers
United Kingdom,17122.0,119,4,570.5,3,4,3,343,Premium Customers
United Kingdom,15228.0,66,6,4181.65,3,4,5,345,Premium Customers
United Kingdom,14463.0,205,2,121.35,2,2,1,221,Premium Customers
United Kingdom,15596.0,101,9,2201.87,3,5,5,355,Premium Customers
United Kingdom,18207.0,499,1,509.62,1,2,3,123,Regular Customers
United Kingdom,13796.0,499,1,278.75,1,1,2,112,Regular Customers
United Kingdom,16278.0,100,3,509.99,3,3,3,333,Premium Customers
United Kingdom,16937.0,499,1,196.25,1,2,1,121,Regular Customers
United Kingdom,18264.0,499,1,457.2,1,2,3,123,Regular Customers
United Kingdom,14833.0,499,1,94.8,1,1,1,111,Regular Customers
United Kingdom,14901.0,11,11,1508.12,5,5,4,554,Premium Customers
United Kingdom,18075.0,23,20,4848.6900000000005,4,5,5,455,New Customers
United Kingdom,17168.0,499,1,361.25,1,2,2,122,Regular Customers
United Kingdom,16045.0,120,8,2079.04,3,5,5,355,Premium Customers
Belgium,12408.0,33,8,2727.91,4,4,5,445,Premium Customers
United Kingdom,15021.0,9,12,2108.29,5,5,5,555,Premium Customers
United Kingdom,17929.0,309,2,305.20000000000005,2,3,2,232,Regular Customers
United Kingdom,14346.0,121,5,1707.85,3,4,4,344,Premium Customers
United Kingdom,16428.0,414,3,552.99,1,3,3,133,Regular Customers
United Kingdom,17109.0,29,8,1189.37,4,5,4,454,Premium Customers
United Kingdom,17735.0,2,26,15130.55,5,5,5,555,New Customers
United Kingdom,15459.0,417,2,120.48,1,2,1,121,Regular Customers
United Kingdom,14455.0,432,4,517.13,1,3,3,133,Regular Customers
United Kingdom,13766.0,495,1,190.35,1,1,1,111,Regular Customers
United Kingdom,13474.0,236,3,532.49,2,3,3,233,Premium Customers
United Kingdom,12862.0,426,2,798.17,1,2,3,123,Regular Customers
United Kingdom,13617.0,40,8,974.26,4,4,4,444,Premium Customers
United Kingdom,15666.0,472,2,553.13,1,2,3,123,Regular Customers
United Kingdom,15200.0,495,1,491.35,1,1,3,113,Regular Customers
United Kingdom,18277.0,58,5,974.55,4,4,4,444,Premium Customers
United Kingdom,13090.0,9,19,4947.12,5,5,5,555,New Customers
United Kingdom,12907.0,396,2,403.71,2,2,2,222,Regular Customers
United Kingdom,16060.0,431,2,332.15000000000003,1,2,2,122,Regular Customers
United Kingdom,16256.0,267,2,375.05,2,2,2,222,Regular Customers
United Kingdom,16440.0,8,6,3719.57,5,4,5,545,Premium Customers
United Kingdom,14001.0,46,9,2384.8700000000003,4,5,5,455,Premium Customers
United Kingdom,18048.0,203,3,295.91,2,3,2,232,Premium Customers
United Kingdom,17665.0,493,1,260.7,1,2,2,122,Regular Customers
United Kingdom,16880.0,31,8,926.22,4,5,4,454,Premium Customers
United Kingdom,16316.0,64,12,3747.37,3,5,5,355,Premium Customers
United Kingdom,14219.0,4,3,494.28,5,3,3,533,Premium Customers
United Kingdom,15363.0,373,2,642.31,2,2,3,223,Regular Customers
United Kingdom,16417.0,493,1,35.7,1,1,1,111,Regular Customers
United Kingdom,15387.0,492,1,450.75,1,1,3,113,Regular Customers
United Kingdom,16334.0,492,1,234.36,1,1,2,112,Regular Customers
United Kingdom,15587.0,50,5,468.0,4,4,3,443,Premium Customers
United Kingdom,13155.0,33,6,1225.88,4,4,4,444,Premium Customers
United Kingdom,17156.0,492,1,584.31,1,2,3,123,Regular Customers
United Kingdom,18079.0,45,4,708.87,4,4,3,443,Premium Customers
United Kingdom,15403.0,492,1,20.4,1,1,1,111,Regular Customers
United Kingdom,15271.0,7,24,3931.01,5,5,5,555,New Customers
United Kingdom,14521.0,491,1,172.84,1,1,1,111,Regular Customers
United Kingdom,13135.0,491,1,231.0,1,1,2,112,Regular Customers
United Kingdom,13140.0,108,5,781.12,3,4,3,343,Premium Customers
United Kingdom,18154.0,3,5,695.99,5,4,3,543,Premium Customers
United Kingdom,17975.0,15,24,5727.820000000001,5,5,5,555,New Customers
United Kingdom,16196.0,489,1,93.3,1,1,1,111,Regular Customers
United Kingdom,17132.0,452,2,757.33,1,3,3,133,Regular Customers
United Kingdom,14575.0,488,1,380.52,1,1,2,112,Regular Customers
United Kingdom,17393.0,411,2,209.73,1,3,2,132,Regular Customers
United Kingdom,15262.0,324,3,389.07,2,3,2,232,Regular Customers
United Kingdom,13653.0,488,1,136.3,1,1,1,111,Regular Customers
United Kingdom,17732.0,373,8,1661.97,2,5,4,254,Regular Customers
Switzerland,12458.0,71,4,1281.72,3,3,4,334,Premium Customers
United Kingdom,15595.0,488,1,64.8,1,1,1,111,Regular Customers
United Kingdom,14631.0,51,6,1542.95,4,4,4,444,Premium Customers
United Kingdom,14794.0,3,9,1309.3,5,5,4,554,Premium Customers
United Kingdom,17212.0,253,3,422.29,2,3,2,232,Premium Customers
United Kingdom,14022.0,225,2,731.95,2,2,3,223,Premium Customers
United Kingdom,14053.0,160,3,110.0,3,3,1,331,Premium Customers
United Kingdom,13045.0,99,3,750.17,3,3,3,333,Premium Customers
United Kingdom,14722.0,147,3,413.97,3,3,2,332,Premium Customers
United Kingdom,16221.0,37,9,1566.89,4,5,4,454,Premium Customers
United Kingdom,13839.0,486,1,139.95000000000002,1,1,1,111,Regular Customers
United Kingdom,14144.0,486,1,30.6,1,1,1,111,Regular Customers
United Kingdom,14913.0,36,8,3488.99,4,5,5,455,Premium Customers
United Kingdom,13717.0,32,8,1344.99,4,4,4,444,Premium Customers
United Kingdom,15837.0,65,2,622.61,3,2,3,323,Premium Customers
United Kingdom,13594.0,53,2,482.32,4,2,3,423,Premium Customers
Portugal,12771.0,486,1,169.5,1,1,1,111,Regular Customers
United Kingdom,14700.0,32,5,2129.89,4,4,5,445,Premium Customers
United Kingdom,14822.0,485,1,140.70000000000002,1,1,1,111,Regular Customers
United Kingdom,17615.0,130,6,504.85,3,4,3,343,Premium Customers
United Kingdom,14736.0,485,2,249.2,1,2,2,122,Regular Customers
United Kingdom,15110.0,24,6,837.95,4,4,3,443,Premium Customers
United Kingdom,16033.0,6,27,8065.01,5,5,5,555,New Customers
United Kingdom,15652.0,91,5,880.24,3,4,4,344,Premium Customers
United Kingdom,16477.0,64,11,3994.84,3,5,5,355,Premium Customers
United Kingdom,14630.0,484,1,199.3,1,1,1,111,Regular Customers
United Kingdom,12959.0,484,1,63.6,1,1,1,111,Regular Customers
United Kingdom,17639.0,276,6,459.92,2,4,3,243,Regular Customers
United Kingdom,14550.0,11,4,1107.41,5,3,4,534,Premium Customers
Sweden,12676.0,25,10,2062.37,4,5,5,455,Premium Customers
United Kingdom,14153.0,483,1,233.4,1,1,2,112,Regular Customers
United Kingdom,16345.0,44,2,1018.09,4,2,4,424,Premium Customers
United Kingdom,17300.0,391,2,206.49,2,3,2,232,Regular Customers
United Kingdom,16043.0,38,7,1279.74,4,4,4,444,Premium Customers
United Kingdom,17248.0,120,2,459.74,3,3,3,333,Premium Customers
United Kingdom,16468.0,470,2,712.62,1,2,3,123,Regular Customers
United Kingdom,14996.0,481,2,366.33,1,2,2,122,Regular Customers
United Kingdom,14183.0,411,2,218.69,1,2,2,122,Regular Customers
United Kingdom,17299.0,12,6,868.87,5,4,4,544,Premium Customers
United Kingdom,15050.0,25,5,2029.9,4,4,5,445,Premium Customers
Sweden,12687.0,481,1,1721.57,1,1,4,114,Regular Customers
United Kingdom,13063.0,481,1,188.4,1,1,1,111,Regular Customers
United Kingdom,14379.0,44,4,933.61,4,3,4,434,Premium Customers
United Kingdom,13945.0,395,2,715.75,2,2,3,223,Regular Customers
United Kingdom,14531.0,480,1,348.39,1,1,2,112,Regular Customers
United Kingdom,17430.0,33,4,581.66,4,4,3,443,Premium Customers
United Kingdom,14749.0,480,1,181.75,1,1,1,111,Regular Customers
United Kingdom,17513.0,72,3,735.0,3,3,3,333,Premium Customers
United Kingdom,15072.0,479,1,181.22,1,1,1,111,Regular Customers
United Kingdom,13320.0,78,6,2211.6,3,4,5,345,Premium Customers
United Kingdom,17627.0,479,1,67.30000000000001,1,2,1,121,Regular Customers
United Kingdom,15310.0,479,1,965.6,1,1,4,114,Regular Customers
United Kingdom,17792.0,467,2,300.8,1,3,2,132,Regular Customers
United Kingdom,16675.0,442,2,346.16,1,3,2,132,Regular Customers
United Kingdom,16638.0,23,15,1809.06,4,5,4,454,Premium Customers
United Kingdom,15764.0,88,8,3621.53,3,5,5,355,Premium Customers
United Kingdom,17585.0,109,7,1485.54,3,4,4,344,Premium Customers
United Kingdom,15154.0,75,3,934.97,3,3,4,334,Premium Customers
United Kingdom,15506.0,23,6,1680.9,4,4,4,444,Premium Customers
United Kingdom,17599.0,478,1,52.05,1,2,1,121,Regular Customers
United Kingdom,15903.0,10,11,3518.52,5,5,5,555,Premium Customers
United Kingdom,12851.0,97,2,215.61,3,2,2,322,Premium Customers
United Kingdom,16919.0,156,22,3247.91,3,5,5,355,New Customers
United Kingdom,13479.0,201,4,683.95,2,3,3,233,Premium Customers
United Kingdom,18191.0,262,2,327.79999999999995,2,3,2,232,Premium Customers
United Kingdom,16299.0,477,1,193.65,1,1,1,111,Regular Customers
Germany,12519.0,64,2,562.72,3,2,3,323,Premium Customers
Norway,12433.0,1,10,10204.26,5,5,5,555,New Customers
United Kingdom,16562.0,477,1,223.86,1,1,2,112,Regular Customers
United Kingdom,16294.0,477,1,126.05,1,1,1,111,Regular Customers
Austria,12865.0,26,4,2836.7,4,3,5,435,Premium Customers
United Kingdom,15322.0,86,2,1123.73,3,2,4,324,Premium Customers
United Kingdom,14243.0,9,17,6058.12,5,5,5,555,New Customers
United Kingdom,16396.0,476,1,137.8,1,1,1,111,Regular Customers
Nigeria,15702.0,476,1,86.72,1,1,1,111,Regular Customers
United Kingdom,15855.0,137,6,911.84,3,4,4,344,Premium Customers
United Kingdom,17471.0,475,1,321.65000000000003,1,2,2,122,Regular Customers
Spain,12450.0,156,5,579.7,3,4,3,343,Premium Customers
United Kingdom,17689.0,388,2,310.78,2,3,2,232,Regular Customers
United Kingdom,14767.0,474,1,280.61,1,1,2,112,Regular Customers
United Kingdom,16770.0,58,9,1492.78,4,5,4,454,Premium Customers
United Kingdom,14565.0,96,5,3270.76,3,4,5,345,Premium Customers
West Indies,18140.0,474,1,481.15,1,2,3,123,Regular Customers
United Kingdom,15683.0,117,2,440.44,3,2,3,323,Premium Customers
United Kingdom,14187.0,474,1,94.85,1,1,1,111,Regular Customers
United Kingdom,14321.0,11,7,1722.16,5,4,4,544,Premium Customers
United Kingdom,16314.0,390,3,1162.0,2,3,4,234,Regular Customers
United Kingdom,17649.0,138,3,1386.49,3,3,4,334,Premium Customers
United Kingdom,14342.0,21,5,451.23,4,4,3,443,Premium Customers
United Kingdom,18124.0,472,1,102.65,1,2,1,121,Regular Customers
France,12721.0,32,8,3133.84,4,4,5,445,Premium Customers
United Kingdom,14229.0,52,7,1372.19,4,4,4,444,Premium Customers
United Kingdom,13548.0,96,3,707.02,3,3,3,333,Premium Customers
United Kingdom,14787.0,471,1,110.65,1,1,1,111,Regular Customers
United Kingdom,16448.0,198,2,335.62,2,2,2,222,Premium Customers
United Kingdom,14268.0,471,1,338.95,1,1,2,112,Regular Customers
United Kingdom,16235.0,41,8,1437.16,4,5,4,454,Premium Customers
United Kingdom,14075.0,5,5,1196.9,5,4,4,544,Premium Customers
United Kingdom,16375.0,470,2,104.0,1,2,1,121,Regular Customers
United Kingdom,14482.0,18,10,1659.94,5,5,4,554,Premium Customers
United Kingdom,16288.0,470,1,39.5,1,1,1,111,Regular Customers
United Kingdom,14544.0,24,3,1814.87,4,3,4,434,Premium Customers
United Kingdom,13884.0,7,9,1573.88,5,5,4,554,Premium Customers
United Kingdom,14499.0,26,7,2031.44,4,4,5,445,Premium Customers
United Kingdom,16421.0,376,3,315.82,2,3,2,232,Regular Customers
United Kingdom,16870.0,469,1,385.56,1,2,2,122,Regular Customers
United Kingdom,17894.0,72,17,2002.88,3,5,5,355,Premium Customers
United Kingdom,15936.0,379,2,241.39,2,2,2,222,Regular Customers
United Kingdom,15074.0,105,3,1286.97,3,3,4,334,Premium Customers
United Kingdom,15166.0,468,1,154.41,1,1,1,111,Regular Customers
United Kingdom,13922.0,352,3,639.25,2,3,3,233,Regular Customers
United Kingdom,17384.0,19,3,293.35,5,3,2,532,Premium Customers
Denmark,12423.0,1,10,2179.29,5,5,5,555,Premium Customers
United Kingdom,14885.0,132,3,444.0,3,3,3,333,Premium Customers
United Kingdom,14433.0,466,1,235.85,1,1,2,112,Regular Customers
United Kingdom,17126.0,152,9,1686.34,3,5,4,354,Premium Customers
United Kingdom,13714.0,465,1,113.95,1,1,1,111,Regular Customers
France,12651.0,335,4,377.75,2,3,2,232,Regular Customers
France,12573.0,227,5,623.55,2,4,3,243,Premium Customers
United Kingdom,16819.0,465,2,112.45,1,3,1,131,Regular Customers
Netherlands,12761.0,465,1,559.95,1,1,3,113,Regular Customers
United Kingdom,17215.0,464,1,96.15,1,2,1,121,Regular Customers
United Kingdom,15574.0,178,6,738.5699999999999,3,4,3,343,Premium Customers
United Kingdom,15677.0,49,3,1118.78,4,3,4,434,Premium Customers
Austria,12414.0,217,4,418.53,2,3,2,232,Premium Customers
United Kingdom,16065.0,365,8,1827.98,2,5,4,254,Regular Customers
United Kingdom,18182.0,463,1,277.45,1,2,2,122,Regular Customers
United Kingdom,12831.0,262,3,315.15,2,3,2,232,Premium Customers
United Kingdom,14908.0,74,2,239.4,3,2,2,322,Premium Customers
United Kingdom,13992.0,30,3,203.6,4,3,2,432,Premium Customers
United Kingdom,15424.0,254,3,518.58,2,3,3,233,Premium Customers
United Kingdom,16872.0,463,1,29.7,1,2,1,121,Regular Customers
United Kingdom,16239.0,57,5,754.0,4,4,3,443,Premium Customers
Portugal,12808.0,37,5,721.75,4,4,3,443,Premium Customers
United Kingdom,16100.0,463,1,565.64,1,1,3,113,Regular Customers
United Kingdom,16029.0,66,22,2308.9500000000003,3,5,5,355,Premium Customers
United Kingdom,14009.0,198,3,912.11,2,3,4,234,Premium Customers
United Kingdom,15092.0,215,3,542.5600000000001,2,3,3,233,Premium Customers
United Kingdom,16289.0,462,1,136.31,1,1,1,111,Regular Customers
United Kingdom,14163.0,87,5,1200.32,3,4,4,344,Premium Customers
United Kingdom,14753.0,87,2,825.5500000000001,3,2,3,323,Premium Customers
Cyprus,13809.0,305,3,155.5,2,3,1,231,Regular Customers
United Kingdom,13506.0,316,5,1162.57,2,4,4,244,Regular Customers
United Kingdom,13032.0,52,9,1939.41,4,5,4,454,Premium Customers
United Kingdom,14318.0,460,1,144.1,1,1,1,111,Regular Customers
United Kingdom,13785.0,429,4,360.19,1,3,2,132,Regular Customers
United Kingdom,15543.0,288,2,206.81,2,2,2,222,Regular Customers
United Kingdom,13133.0,274,3,145.10000000000002,2,3,1,231,Regular Customers
United Kingdom,12859.0,459,1,462.9,1,1,3,113,Regular Customers
United Kingdom,16832.0,217,3,210.96,2,3,2,232,Premium Customers
United Kingdom,14968.0,30,2,377.39,4,2,2,422,Premium Customers
Germany,12605.0,376,3,1117.0,2,3,4,234,Regular Customers
United Kingdom,12819.0,458,1,335.28000000000003,1,1,2,112,Regular Customers
United Kingdom,13683.0,458,1,228.0,1,1,2,112,Regular Customers
United Kingdom,13076.0,458,1,135.4,1,1,1,111,Regular Customers
United Kingdom,12777.0,458,1,370.2,1,1,2,112,Regular Customers
United Kingdom,15752.0,40,9,3817.57,4,5,5,455,Premium Customers
United Kingdom,13005.0,174,4,645.33,3,3,3,333,Premium Customers
Germany,12635.0,90,4,2360.92,3,3,5,335,Premium Customers
United Kingdom,16972.0,383,2,555.4,2,3,3,233,Regular Customers
Japan,12770.0,457,1,204.0,1,1,2,112,Regular Customers
United Kingdom,14688.0,8,27,4872.6,5,5,5,555,New Customers
United Kingdom,13046.0,31,3,690.25,4,3,3,433,Premium Customers
Belgium,12460.0,456,1,236.95,1,1,2,112,Regular Customers
United Kingdom,16886.0,456,1,134.0,1,2,1,121,Regular Customers
United Kingdom,17456.0,365,2,832.87,2,3,3,233,Regular Customers
United Kingdom,18255.0,89,2,303.15,3,3,2,332,Premium Customers
United Kingdom,16095.0,456,1,447.05,1,1,3,113,Regular Customers
United Kingdom,17762.0,456,1,117.15,1,2,1,121,Regular Customers
United Kingdom,14444.0,456,1,78.96,1,1,1,111,Regular Customers
United Kingdom,17473.0,409,2,557.2,2,3,3,233,Regular Customers
United Kingdom,17366.0,432,2,774.62,1,3,3,133,Regular Customers
Netherlands,12760.0,456,1,317.8,1,1,2,112,Regular Customers
United Kingdom,14708.0,3,3,641.0699999999999,5,3,3,533,Premium Customers
United Kingdom,14445.0,456,1,221.65,1,1,2,112,Regular Customers
United Kingdom,14635.0,454,1,186.22,1,1,1,111,Regular Customers
United Kingdom,15992.0,4,3,848.75,5,3,3,533,Premium Customers
United Kingdom,16042.0,22,8,1959.15,4,5,5,455,Premium Customers
United Kingdom,16799.0,432,2,371.38,1,3,2,132,Regular Customers
United Kingdom,15006.0,51,2,626.53,4,2,3,423,Premium Customers
United Kingdom,15406.0,31,4,788.45,4,4,3,443,Premium Customers
United Kingdom,17383.0,4,2,194.64,5,3,1,531,Premium Customers
United Kingdom,17728.0,4,5,3682.18,5,4,5,545,Premium Customers
United Kingdom,13440.0,423,7,1181.85,1,4,4,144,Regular Customers
United Kingdom,13537.0,426,2,544.7,1,2,3,123,Regular Customers
United Kingdom,15107.0,334,6,395.65,2,4,2,242,Regular Customers
United Kingdom,13312.0,451,1,124.75,1,1,1,111,Regular Customers
United Kingdom,14363.0,402,2,214.72000000000003,2,2,2,222,Regular Customers
United Kingdom,16690.0,72,4,283.88,3,4,2,342,Premium Customers
United Kingdom,18136.0,63,5,1524.86,3,4,4,344,Premium Customers
United Kingdom,14381.0,52,2,625.9399999999999,4,2,3,423,Premium Customers
United Kingdom,14231.0,184,4,1103.17,3,3,4,334,Premium Customers
United Kingdom,15966.0,451,1,426.53,1,1,3,113,Regular Customers
Korea,12768.0,451,1,150.45000000000002,1,1,1,111,Regular Customers
United Kingdom,15906.0,20,10,1642.89,4,5,4,454,Premium Customers
United Kingdom,13784.0,113,8,415.16,3,4,2,342,Premium Customers
United Kingdom,17403.0,36,2,314.42,4,3,2,432,Premium Customers
United Kingdom,16005.0,12,10,2173.29,5,5,5,555,Premium Customers
United Kingdom,16522.0,436,2,346.6,1,2,2,122,Regular Customers
United Kingdom,15685.0,450,1,38.98,1,1,1,111,Regular Customers
United Kingdom,16080.0,82,4,568.76,3,4,3,343,Premium Customers
United Kingdom,16979.0,4,9,1866.52,5,5,4,554,Premium Customers
United Kingdom,16589.0,71,4,612.36,3,4,3,343,Premium Customers
United Kingdom,15301.0,51,16,5042.51,4,5,5,455,New Customers
United Kingdom,17392.0,307,3,474.22,2,3,3,233,Regular Customers
United Kingdom,13374.0,415,2,304.8,1,2,2,122,Regular Customers
United Kingdom,13424.0,450,1,555.77,1,1,3,113,Regular Customers
United Kingdom,16646.0,449,1,406.8,1,2,2,122,Regular Customers
United Kingdom,15962.0,449,1,280.98,1,1,2,112,Regular Customers
United Kingdom,15341.0,81,2,764.16,3,2,3,323,Premium Customers
United Kingdom,15748.0,40,3,185.51,4,3,1,431,Premium Customers
United Kingdom,15535.0,173,6,568.97,3,4,3,343,Premium Customers
United Kingdom,13398.0,192,2,497.17,2,2,3,223,Premium Customers
United Kingdom,16146.0,204,3,769.38,2,3,3,233,Premium Customers
United Kingdom,16371.0,449,1,120.0,1,1,1,111,Regular Customers
Spain,12554.0,449,1,347.6,1,1,2,112,Regular Customers
United Kingdom,17765.0,159,4,359.05,3,4,2,342,Premium Customers
United Kingdom,15026.0,80,5,900.1899999999999,3,4,4,344,Premium Customers
Portugal,12425.0,78,2,1446.13,3,2,4,324,Premium Customers
Spain,12543.0,448,1,656.8,1,1,3,113,Regular Customers
United Kingdom,18089.0,447,1,248.0,1,2,2,122,Regular Customers
United Kingdom,16983.0,13,11,2605.81,5,5,5,555,Premium Customers
United Kingdom,13701.0,447,1,161.0,1,1,1,111,Regular Customers
United Kingdom,13554.0,380,7,1176.15,2,4,4,244,Regular Customers
United Kingdom,13067.0,82,3,373.11,3,3,2,332,Premium Customers
United Kingdom,15519.0,383,2,344.61,2,2,2,222,Regular Customers
United Kingdom,14776.0,51,15,2184.3,4,5,5,455,Premium Customers
United Kingdom,17255.0,41,4,661.86,4,4,3,443,Premium Customers
United Kingdom,16264.0,438,2,701.78,1,2,3,123,Regular Customers
United Kingdom,15870.0,33,4,626.16,4,4,3,443,Premium Customers
United Kingdom,15599.0,27,3,1086.81,4,3,4,434,Premium Customers
United Kingdom,15462.0,94,4,614.4,3,4,3,343,Premium Customers
United Kingdom,17811.0,4,47,7082.06,5,5,5,555,New Customers
United Kingdom,13702.0,446,1,135.18,1,1,1,111,Regular Customers
United Kingdom,14212.0,446,1,136.0,1,1,1,111,Regular Customers
United Kingdom,17055.0,446,1,175.20000000000002,1,2,1,121,Regular Customers
United Kingdom,17167.0,380,3,758.46,2,3,3,233,Regular Customers
United Kingdom,14668.0,445,1,32.13,1,1,1,111,Regular Customers
United Kingdom,17834.0,415,2,329.17,1,3,2,132,Regular Customers
United Kingdom,17949.0,8,5,351.9,5,4,2,542,Premium Customers
United Kingdom,13375.0,89,2,1108.78,3,2,4,324,Premium Customers
